Вартість (грн),Обрамлення,Потужність (л/г),Охоронний статус,Ступінь небезпеки,Матеріал,Лояльність клієнта,Статус проєкта
890.35,Коштовне,28.1,Невелике занепокоєння,Безпечний,Льон,0.42,Заблоковано
740.43,Просте,36.53,Невелике занепокоєння,Помірна,Льон,0.0,Узгоджено
840.83,Коштовне,39.65,Невелике занепокоєння,Висока,Поліпропілен,2.33,Узгоджено
1026.63,Просте,23.02,Невелике занепокоєння,Висока,Залізо,4.31,Заблоковано
1044.84,Стандартне,70.81,Не охороняється,Помірна,Льон,4.05,Заблоковано
786.71,Коштовне,61.56,Не охороняється,Безпечний,Залізо,8.27,Узгоджено
904.06,Стандартне,49.94,Не охороняється,Помірна,Поліпропілен,6.3,Узгоджено
1063.73,Просте,64.11,Невелике занепокоєння,Безпечний,Льон,3.64,Заблоковано
473.49,Коштовне,63.98,Невелике занепокоєння,Висока,Льон,1.78,Узгоджено
681.37,Просте,37.27,Вищий статус охорони,Помірна,Залізо,0.85,Узгоджено
1194.63,Стандартне,27.31,Не охороняється,Помірна,Скло,1.16,Заблоковано
757.55,Коштовне,73.46,Вищий статус охорони,Безпечний,Залізо,4.47,Узгоджено
900.42,Просте,28.5,Вищий статус охорони,Безпечний,Скло,3.82,Заблоковано
1007.69,Коштовне,21.2,Невелике занепокоєння,Помірна,Льон,5.57,Заблоковано
1076.98,Просте,19.98,Не охороняється,Безпечний,Поліпропілен,0.0,Заблоковано
863.65,Стандартне,49.01,Вищий статус охорони,Безпечний,Залізо,0.97,Узгоджено
849.34,Коштовне,38.83,Невелике занепокоєння,Помірна,Скло,5.07,Узгоджено
786.13,Коштовне,32.45,Вищий статус охорони,Помірна,Льон,8.77,Узгоджено
972.05,Стандартне,61.62,Вищий статус охорони,Безпечний,Скло,0.08,Заблоковано
773.61,Стандартне,38.1,Невелике занепокоєння,Помірна,Скло,3.0,Узгоджено
909.14,Стандартне,66.23,Вищий статус охорони,Висока,Залізо,1.81,Узгоджено
1211.34,Стандартне,28.96,Вищий статус охорони,Безпечний,Залізо,0.0,Заблоковано
932.05,Стандартне,49.09,Вищий статус охорони,Безпечний,Скло,2.7,Заблоковано
861.06,Коштовне,47.09,Не охороняється,Помірна,Льон,3.13,Узгоджено
974.79,Стандартне,34.94,Не охороняється,Помірна,Залізо,1.81,Заблоковано
1147.13,Стандартне,12.09,Невелике занепокоєння,Висока,Залізо,4.85,Заблоковано
1134.31,Стандартне,28.0,Не охороняється,Помірна,Поліпропілен,3.35,Заблоковано
1308.42,Просте,63.36,Не охороняється,Помірна,Залізо,0.0,Заблоковано
961.18,Просте,53.52,Вищий статус охорони,Висока,Залізо,3.89,Заблоковано
828.17,Просте,39.55,Невелике занепокоєння,Безпечний,Скло,0.72,Узгоджено
1166.15,Стандартне,51.67,Вищий статус охорони,Безпечний,Поліпропілен,4.11,Заблоковано
980.31,Коштовне,44.65,Невелике занепокоєння,Помірна,Льон,3.68,Заблоковано
975.48,Коштовне,53.36,Невелике занепокоєння,Помірна,Скло,2.96,Заблоковано
874.8,Просте,53.56,Невелике занепокоєння,Висока,Поліпропілен,5.32,Узгоджено
778.95,Просте,28.32,Вищий статус охорони,Висока,Залізо,0.85,Узгоджено
765.7,Коштовне,49.16,Невелике занепокоєння,Висока,Залізо,3.24,Узгоджено
875.35,Коштовне,59.99,Невелике занепокоєння,Помірна,Поліпропілен,3.07,Узгоджено
656.5,Стандартне,56.25,Вищий статус охорони,Безпечний,Скло,0.0,Узгоджено
688.48,Стандартне,51.93,Не охороняється,Висока,Льон,4.45,Узгоджено
1092.55,Стандартне,45.0,Вищий статус охорони,Висока,Залізо,0.0,Заблоковано
1041.12,Стандартне,46.46,Не охороняється,Висока,Залізо,3.29,Заблоковано
602.5,Коштовне,29.09,Невелике занепокоєння,Помірна,Льон,3.93,Узгоджено
856.29,Стандартне,70.81,Вищий статус охорони,Висока,Льон,1.29,Узгоджено
1069.52,Коштовне,50.25,Вищий статус охорони,Безпечний,Залізо,0.0,Заблоковано
914.47,Стандартне,49.3,Вищий статус охорони,Помірна,Скло,2.59,Заблоковано
614.59,Стандартне,17.64,Не охороняється,Помірна,Скло,3.21,Узгоджено
1155.55,Коштовне,6.88,Невелике занепокоєння,Безпечний,Поліпропілен,3.09,Заблоковано
1369.15,Стандартне,40.0,Вищий статус охорони,Безпечний,Скло,0.0,Заблоковано
931.47,Коштовне,46.28,Вищий статус охорони,Висока,Поліпропілен,2.25,Заблоковано
